bank_name,card_name,card_type,card_category,card_usp,card_image_url,know_more_link,apply_now_link,joining_fee,annual_fee,annual_fee_waiver,add_on_card_fee,interest_rate_pa,card_replacement_fee,cash_payment_fee,duplicate_statement_fee,outstation_cheque_fee,hostlisting_charges,cash_withdrawal_fee,overdue_penalty_fee,over_limit_penalty,foreign_currency_transaction_fee,reward_point_redemption_fee,dynamic_currency_conversion_markup,education_transaction_fee,wallet_load_transaction_fee,fuel_transaction_fee,utility_transaction_fee,rewards_program,cashback_with_every_transaction,spend_based_reversal,flexipay,reward_points,rewards,features,returns_rate,welcome_benefit,welcome_points,milestone_benefit,bonus_points,fuel_benefits,dining_benefits,culinary_treats,travel_benefits,movie_benefits,OTT_benefits,cashback_offers,voucher_offers,mobile_app_benefits,stay_benefits,lifestyle_benefits,e_commerce,lounge_access,concierge_service,insurance,fraud_protection,health_and_wellness_benefits,security_features,international_use,full_card_description,eligibility_criteria,terms_and_conditions,features_clean,fuel_benefit,movie_offer,dining_offer,travel_offer,rewards_clean,milestone_rewards,cashback_offer,voucher_offer,travel_rewards,fuel_rewards,movie_rewards
IndusInd Bank,Samman RuPay Credit Card,Retail,NILL,"1% cashback on all retail spends, complimentary movie tickets, and UPI payments",https://www.indusind.com/content/dam/indusind-platform-images/productCategory/desktopImage/creditCard/Samman-card-img-397x257px.jpg,https://www.indusind.com/in/en/personal/cards/credit-card/samman-credit-card.html,https://induseasycredit.indusind.com/customer/credit-card/new-lead?utm_source=samman&utm_medium=hpcarousal&utm_campaign=CC-Microsite&gclid=1&utm_content=1,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,"1% cashback on all retail spends up to ₹20,000 in a statement cycle",1% cashback on all retail spends,NILL,NILL,False,"Complimentary movie tickets, cashback on retail spends","UPI payments, cashback, complimentary movie tickets",NILL,False,False,True,False,1% waiver on fuel surcharge,NILL,NILL,Travel insurance cover,Complimentary movie ticket worth ₹200 every 6 months,NILL,NILL,NILL,NILL,NILL,NILL,NILL,False,NILL,False,NILL,NILL,NILL,False,"The IndusInd Bank Samman RuPay Credit Card for government employees offers a comprehensive range of features such as scan & pay via UPI, 1% cashback on all retail spends, movie tickets and much more.",Only for government employees,NILL,"UPI payments, cashback, complimentary movie tickets",False,True,False,False,"Complimentary movie tickets, cashback on retail spends",True,True,False,False,False,True
IndusInd Bank,EazyDiner Platinum Credit Card,Retail,Dining,Lifetime Free with no joining fees and no annual fees,https://www.indusind.com/content/dam/indusind-corporate/Other/welcomekit/credit-card-benefits/PlatinumCard.png,https://www.indusind.com/in/en/personal/cards/credit-card/eazydiner-platinum-credit-card.html,https://induseasycredit.indusind.com/customer/credit-card/new-lead?utm_source=eazydiner&utm_medium=hpcarousal&utm_campaign=CC-Microsite&gclid=1&utm_content=12,0,0,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,"Earn 2 Reward Points on every INR 100 spent, except on Fuel, Insurance, Rent, Utility and Government",NILL,NILL,NILL,False,2000 welcome bonus EazyPoints,"3 months EazyDiner Prime membership worth INR 1,095, 25% to 50% OFF at over 2000+ premium restaurants & bars",NILL,False,True,False,True,1% fuel surcharge waiver across all fuel stations in India,Extra instant INR 500 off when you eat out,NILL,2 complimentary domestic visits every calendar quarter at airport lounges in India,2 complimentary movie tickets worth INR 200 each every month on bookmyshow.com,NILL,NILL,NILL,NILL,NILL,NILL,NILL,False,NILL,False,Fraudulent use of your card is not a threat anymore,NILL,Contactless Tap and Pay feature for safe and secure transactions,False,"Savour the best of culinary cuisines as IndusInd Bank and EazyDiner bring you the EazyDiner IndusInd Bank Platinum Credit Card. This credit card is specially curated to open the doors to delectable offers, rewards that will tingle your taste buds, and a lifestyle that matches your persona.",NILL,NILL,"3 months EazyDiner Prime membership worth INR 1,095, 25% to 50% OFF at over 2000+ premium restaurants & bars",False,False,True,False,2000 welcome bonus EazyPoints,False,False,False,False,False,False
IndusInd Bank,Poonawalla Fincorp IndusInd Bank eLITE RuPay Credit Card,Retail,E-commerce,"2.5 Reward Points on E-commerce transactions, Buy one movie ticket and get the second one free on BookMyShow every month up to ₹200, 1% Fuel Surcharge Waiver",https://www.indusind.com/content/dam/indusind-platform-images/productCategory/desktopImage/creditCard/Poonawalla-Fincorp-eLITE-RuPay-Credit-Card-397X257.png,https://www.indusind.com/in/en/personal/cards/credit-card/poonawalla-platinum-rupay-credit-card.html,https://induseasycredit.indusind.com/customer/credit-card/new-lead?utm_source=eLite-Regular&utm_medium=hpcarousal&utm_campaign=CC-Microsite&gclid=1&utm_content=1,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,Earn 2.5 Reward points on every ₹100 on E-commerce transactions,NILL,"Milestone Benefit of 3000 Reward Points on spends of ₹4,00,000 annually",NILL,False,Buy one movie ticket and get the second one free on BookMyShow every month up to ₹200,"1% Fuel Surcharge Waiver, UPI enabled",NILL,False,False,False,False,1% Fuel Surcharge Waiver,NILL,NILL,NILL,Buy one movie ticket and get the second one free on BookMyShow every month up to ₹200,NILL,NILL,NILL,NILL,NILL,NILL,2.5 Reward Points on E-commerce transactions,False,NILL,False,Total Protect covers unauthorized transactions in case of loss/theft of card,NILL,NILL,False,"Poonawalla Fincorp IndusInd Bank eLITE RuPay Credit Card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.",NILL,All dues must be paid on time; rewards program subject to change.,"1% Fuel Surcharge Waiver, UPI enabled",True,False,False,False,Buy one movie ticket and get the second one free on BookMyShow every month up to ₹200,False,False,False,False,False,True
IndusInd Bank,Indus Solitaire Credit Card,Personal,Luxury,Luxury benefits including complimentary Taj Epicure Preferred Membership and exclusive travel perks.,https://www.indusind.com/content/dam/indusind-platform-images/productCategory/desktopImage/creditCard/Solitaire_card-img_397x257px.png,https://www.indusind.com/in/en/personal/cards/credit-card/solitaire-credit-card.html,https://indusind.com/in/en/personal/cards/credit-card/solitaire-credit-card.html,"INR 30,000","INR 10,000",Waived off on spends of INR 10 lakhs or more in previous anniversary year,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,1% fuel surcharge waiver,NILL,Earn reward points as you spend,NILL,NILL,NILL,False,"Complimentary Taj Epicure Preferred Membership, EazyDiner Prime Membership, Moneycontrol Pro membership","Luxury travel and dining benefits, concierge services",NILL,False,False,False,False,1% fuel surcharge waiver,Guaranteed 25% and up to 50% discount at over 2000 best restaurants in India and Dubai,Access to exclusive dining experiences,"Complimentary lounge access, travel insurance",NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,False,24x7 concierge for travel bookings,False,Zero liability if reported within 24 hours,Access to top doctors and medical experts,NILL,False,"This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.",NILL,All dues must be paid on time; rewards program subject to change.,"Luxury travel and dining benefits, concierge services",False,False,True,True,"Complimentary Taj Epicure Preferred Membership, EazyDiner Prime Membership, Moneycontrol Pro membership",False,False,False,False,False,False
IndusInd Bank,ePay American Express Credit Card,Retail,Lifestyle,Earn up to 10 Reward Points on each transaction and enjoy a complimentary Zomato Gold membership for 3 months.,https://www.indusind.com/content/dam/indusind-platform-images/banner-images/e-pay-amex-card/ePay-Webiste-Collaterals_Card-Dimensions-397-257px.jpg,https://www.indusind.com/in/en/personal/cards/credit-card/epay-amex-card.html,https://induseasycredit.indusind.com/customer/credit-card/new-lead?utm_source=website&utm_medium=header_nav&utm_campaign=cards-apply_for_credit_card_CTA,Nil,Nil,NILL,NILL,47.40%,NILL,100,NILL,NILL,NILL,NILL,NILL,2.5% of the over limit amount (minimum Rs. 500),3.5%,NILL,NILL,NILL,NILL,NILL,NILL,"Earn 4 Reward Points for the 1st to 4th transaction, 8 Reward Points for the 5th to 10th transaction, and 10 Reward Points for transactions beyond 10 in a statement cycle.",5% cashback on early payment of total outstanding amount within 7 days of statement generation.,NILL,NILL,False,"Zomato Gold Membership, Times Prime Membership, cashback on early payments.","Digital card, unique rewards program, complimentary memberships, and enhanced security features.",NILL,False,False,False,False,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,False,NILL,False,Total Protect feature covers for counterfeit fraud and air accident.,NILL,NILL,False,"The IndusInd Bank ePay American Express Credit Card offers a lifestyle experience with unique benefits tailored for the modern consumer, including a rewarding points program, bonus rewards for loyalty, complimentary Zomato Gold membership, exclusive entertainment benefits, early payment cashback incentives, and enhanced security measures.","Applicant must be an Indian citizen or a resident of India, minimum age of 18 years, must meet the income bracket set by the bank, and have a good credit history.",NILL,"Digital card, unique rewards program, complimentary memberships, and enhanced security features.",False,False,False,False,"Zomato Gold Membership, Times Prime Membership, cashback on early payments.",False,True,False,False,False,False
IndusInd Bank,InterMiles Odyssey Amex Credit Card,Personal,Travel,Earn up to 6 InterMiles on every Rs. 100 spent and enjoy exclusive travel and lifestyle benefits.,https://www.indusind.com/content/dam/indusind-platform-images/productCategory/desktopImage/creditCard/intermiles-card_Odyssey_amex_front.png,https://www.indusind.com/in/en/personal/cards/credit-card/intermiles-odyssey-amex-credit-card.html,https://www.mybankingtips.com/credit-card/apply-for-credit-card?id=48,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,1% fuel surcharge waiver,NILL,Earn 2X Bonus InterMiles on flight and hotel bookings via intermiles.com and interbook.intermiles.com.,NILL,NILL,NILL,False,"Free movie tickets, shopping vouchers, discounts on flights and hotels.","Complimentary lounge access, concierge service, travel insurance.",NILL,False,False,False,False,1% fuel surcharge waiver,NILL,NILL,"Free travel insurance, airport transfers.",Buy 1 Get 1 free movie ticket monthly.,NILL,NILL,"₹500 Myntra voucher on spends > ₹50,000",Extra points on app transactions.,10% off at partner hotels.,Free gym membership.,2% cashback on Amazon/Flipkart.,True,24x7 concierge for travel bookings.,True,Zero liability if reported within 24 hours.,NILL,"Chip & PIN, contactless, 2FA.",False,"This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.",NILL,All dues must be paid on time; rewards program subject to change.,"Complimentary lounge access, concierge service, travel insurance.",False,False,False,True,"Free movie tickets, shopping vouchers, discounts on flights and hotels.",False,False,True,True,False,True
IndusInd Bank,InterMiles Odyssey Visa Credit Card,Retail,Travel,"15,000 InterMiles welcome bonus and up to 4 InterMiles on every Rs. 100 spent",https://www.indusind.com/content/dam/indusind-platform-images/productCategory/desktopImage/creditCard/intermiles-odyssey-visa-credit-card.jpg,https://indusind.com/in/en/personal/cards/credit-card/intermiles-odyssey-visa-credit-card.html,https://www.bankbazaar.com/credit-card.html?variant=slide&WT.mc_id=CROSS_SELL_IL_CCBUTTON_90459&utm_source=bb&utm_medium=seo&utm_campaign=CROSS_SELL_IL_CCBUTTON_90459,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,Earn 2X Bonus InterMiles on flight and hotel bookings via intermiles.com,NILL,NILL,NILL,False,"Free movie tickets, flight and hotel discounts","Complimentary lounge access, concierge service, travel insurance",NILL,False,False,False,False,1% fuel surcharge waiver,NILL,NILL,Complimentary access to over 600 VIP lounges worldwide,Buy one movie ticket and get one free,NILL,NILL,NILL,NILL,NILL,NILL,NILL,True,24-hour complimentary concierge service,True,Total Protect assurance for unauthorized transactions,NILL,NILL,False,"This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.",NILL,All dues must be paid on time; rewards program subject to change.,"Complimentary lounge access, concierge service, travel insurance",False,False,False,True,"Free movie tickets, flight and hotel discounts",False,False,False,True,False,True
IndusInd Bank,InterMiles Voyage Amex Credit Card,Personal,Travel,Unique rewards in the form of InterMiles on all your spends,https://www.indusind.com/content/dam/indusind-platform-images/productCategory/desktopImage/creditCard/intermiles-card_Voyage_amex_front.png,https://indusind.com/in/en/personal/cards/credit-card/intermiles-voyage-amex-credit-card.html,https://www.indusind.com/in/en/personal/cards/credit-card/intermiles-voyage-amex-credit-card.html,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,Earn 2X Bonus InterMiles on flight and hotel bookings via intermiles.com,NILL,NILL,NILL,False,"2000 InterMiles welcome bonus, Flight discount voucher worth Rs. 750, Hotel discount voucher worth Rs. 1500","Fuel surcharge waiver, Concierge Service, Travel Insurance Cover",NILL,False,True,False,True,1% fuel surcharge waiver,20% off at select restaurants,NILL,Access to over 600 airport lounges worldwide,Buy 1 Get 1 free ticket monthly,NILL,NILL,"₹500 Myntra voucher on spends > ₹50,000",Extra points on app transactions,10% off at partner hotels,Free gym membership,2% cashback on Amazon/Flipkart,False,24x7 concierge for travel bookings,True,Zero liability if reported within 24 hours,NILL,"Chip & PIN, contactless, 2FA",False,"This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.",NILL,All dues must be paid on time; rewards program subject to change.,"Fuel surcharge waiver, Concierge Service, Travel Insurance Cover",True,False,False,True,"2000 InterMiles welcome bonus, Flight discount voucher worth Rs. 750, Hotel discount voucher worth Rs. 1500",False,False,True,True,False,False
IndusInd Bank,Intermiles Voyage Visa Credit Card,Personal,Travel,Complimentary membership to InterMiles with exclusive travel and lifestyle benefits,https://www.indusind.com/content/dam/indusind-platform-images/productCategory/desktopImage/creditCard/intermiles-voyage-visa-credit-card.jpg,https://indusind.com/in/en/personal/cards/credit-card/intermiles-voyage-visa-credit-card.html,https://indusind.com/in/en/personal/cards/credit-card/intermiles-voyage-visa-credit-card.html,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,Earn 2X Bonus InterMiles on flight and hotel bookings via intermiles.com,NILL,NILL,NILL,False,"Free movie tickets, flight and hotel discounts","Fuel surcharge waiver, concierge service, travel insurance",NILL,False,False,False,False,1% fuel surcharge waiver,NILL,NILL,Access to over 600 airport lounges worldwide,Buy 1 Get 1 free movie ticket monthly,NILL,NILL,NILL,NILL,NILL,NILL,NILL,False,24x7 concierge service for travel bookings,True,Zero liability if reported within 24 hours,NILL,"Chip & PIN, contactless payments",False,"This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.",NILL,All dues must be paid on time; rewards program subject to change.,"Fuel surcharge waiver, concierge service, travel insurance",True,False,False,True,"Free movie tickets, flight and hotel discounts",False,False,False,True,False,True
IndusInd Bank,Duo Card,Credit and Debit,NILL,A single card that’s double the awesome! Get a credit and debit card in one,https://www.indusind.com/content/dam/indusind-platform-images/productCategory/desktopImage/debitCard/duo-card_Visa_front.jpg,https://www.indusind.com/in/en/personal/cards/credit-card/duo-card.html,https://indusind.com/in/en/personal/customer-enquiry.html?product=visa-gold&utm_code=Apply-now&utm_source=Website&utm_medium=Zero-SA-Category&utm_campaign=mktgothers,₹ 249 + Taxes,Free,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,2% Cross Currency Mark-up,NILL,NILL,NILL,NILL,NILL,NILL,Earn 2 points per ₹100 spent,1% cashback on all spends,Annual fee reversed if spends > ₹1 lakh/year,"Yes, on spends above ₹2,500",False,"Free movie tickets, shopping vouchers","Contactless payments, lounge access",NILL,False,False,False,False,1% fuel surcharge waiver,20% off at select restaurants,Chef's table invitations,"Free travel insurance, airport transfers",Buy 1 Get 1 free ticket monthly,3 months free Netflix,NILL,"₹500 Myntra voucher on spends > ₹50,000",Extra points on app transactions,10% off at partner hotels,Free gym membership,2% cashback on Amazon/Flipkart,True,24x7 concierge for travel bookings,False,Zero liability if reported within 24 hours,NILL,"chip & PIN, contactless, 2FA",False,"This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.",NILL,All dues must be paid on time; rewards program subject to change.,"Contactless payments, lounge access",False,False,False,False,"Free movie tickets, shopping vouchers",False,False,True,False,False,True
IndusInd Bank,Platinum Select Credit Card,Premium,Lifestyle,"Enjoy free gifts, earn and redeem points and get benefits galore.",https://www.indusind.com/content/dam/indusind-platform-images/productCategory/desktopImage/creditCard/platinum_select.jpg,https://www.indusind.com/in/en/personal/cards/credit-card/platinum-select-credit-card.html,https://induseasycredit.indusind.com/customer/credit-card/new-lead?utm_source=website&utm_medium=Apply-Now&utm_campaign=mktgothers&utm_content=navigation_header,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,Earn 1 reward point for every ₹150 spent,NILL,NILL,NILL,False,"Free movie tickets, shopping vouchers","Comprehensive insurance, Fuel surcharge waiver",NILL,False,False,False,False,1% fuel surcharge waiver,NILL,NILL,Travel Insurance Cover,Buy 1 Get 1 free on BookMyShow and Satyam Cinema,NILL,NILL,NILL,NILL,NILL,NILL,NILL,False,NILL,True,Total Protect program,NILL,NILL,False,"This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.",NILL,All dues must be paid on time; rewards program subject to change.,"Comprehensive insurance, Fuel surcharge waiver",True,False,False,False,"Free movie tickets, shopping vouchers",False,False,True,False,False,True
IndusInd Bank,Iconia Amex Credit Card,Personal,Lifestyle,World-class privileges that offer experiences that last a lifetime.,https://www.indusind.com/content/dam/indusind-platform-images/productCategory/desktopImage/creditCard/iconia_-card_american_express.jpg,https://www.indusind.com/in/en/personal/cards/credit-card/iconia-amex-credit-card.html,https://induseasycredit.indusind.com/customer/credit-card/new-lead?utm_source=website&utm_medium=Apply-Now-CTA&utm_campaign=mktgothers,"Rs 3,499",Nil,NILL,Nil,46%,Rs 100,Rs 100,Rs 100,NILL,NILL,2.5% of the advance amount subject to a minimum of Rs 300,Charges vary based on total amount due,2.5% of the over-limit amount subject to a minimum of Rs 500,3.5% of the transaction and currency conversion charges (dynamic),NILL,NILL,NILL,NILL,1% fuel surcharge waiver,NILL,Earn 2 Reward Points on Weekends & 1.5 Reward Points on weekdays for every INR 100 spent,NILL,NILL,NILL,False,"Free movie tickets, shopping vouchers","Complimentary access to Amex lounges, Fuel surcharge waiver",NILL,False,False,False,False,1% fuel surcharge waiver,NILL,NILL,Access to 600+ lounges across the globe with a complimentary Priority Pass,Buy one and get one movie ticket free,NILL,NILL,NILL,NILL,NILL,NILL,NILL,True,24x7 concierge for travel bookings,False,Zero liability if reported within 24 hours,NILL,NILL,False,"The IndusInd Bank Iconia Amex Credit Card is designed specially to cater to your lifestyle requirements with tailor-made golf, lifestyle and travel privileges.","For salaried individuals: Rs 3,60,000 per annum; For self-employed: Rs 4,80,000 per annum",All dues must be paid on time; rewards program subject to change.,"Complimentary access to Amex lounges, Fuel surcharge waiver",True,False,False,False,"Free movie tickets, shopping vouchers",False,False,True,False,False,True
IndusInd Bank,Iconia Visa Credit Card,Personal,Lifestyle,World-class privileges that offer experiences that last a lifetime.,https://www.indusind.com/content/dam/indusind-platform-images/productCategory/desktopImage/creditCard/iconia-visa-credit-card.jpg,https://www.indusind.com/in/en/personal/cards/credit-card/iconia-visa-credit-card.html,https://www.bankbazaar.com/credit-card/indusind-bank-iconia-visa-credit-card.html,"Rs 3,499",Nil,NILL,Nil,46%,Rs 100,Rs 100,Rs 100,NILL,NILL,2.5% of the advance amount subject to a minimum of Rs 300,Charges vary based on total amount due,"2.5% of the over-limit amount, minimum Rs 500",3.5% of the transaction,NILL,NILL,NILL,NILL,1% fuel surcharge waiver,NILL,Earn 1 Reward Points on Weekends & 0.75 Reward Point on weekdays for every INR 100 spent,NILL,NILL,NILL,False,"Free movie tickets, shopping vouchers","Best-in-class rewards programme, Fuel surcharge waiver",NILL,False,False,False,False,1% fuel surcharge waiver,NILL,NILL,"Free travel insurance, airport transfers",Buy one and get one movie ticket free,NILL,NILL,NILL,NILL,NILL,NILL,2% cashback on Amazon/Flipkart,False,24x7 concierge for travel bookings,False,Zero liability if reported within 24 hours,NILL,Total Protect program,False,"This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.","For salaried individuals: Rs 3,60,000 per annum; For self-employed: Rs 4,80,000 per annum",All dues must be paid on time; rewards program subject to change.,"Best-in-class rewards programme, Fuel surcharge waiver",True,False,False,False,"Free movie tickets, shopping vouchers",False,False,True,False,False,True
IndusInd Bank,Payback Credit Card,Retail,Rewards,Earn PAYBACK points on every transaction and enjoy exclusive discounts.,https://www.indusind.com/content/dam/indusind-platform-images/productCategory/desktopImage/creditCard/payback-visa-credit-card.jpg,https://www.indusind.com/in/en/personal/cards/credit-card/payback-credit-card.html,https://induseasycredit.indusind.com/customer/credit-card/new-lead?utm_source=website&utm_medium=header_nav&utm_campaign=apply-online-apply_for_credit_card_CTA,₹249,NILL,NILL,NILL,46%,₹100,₹100,₹100,NILL,NILL,"2.5% of the transaction amount, subject to a minimum of ₹300","1. Up to ₹100- NIL; 2. ₹101 to ₹500- ₹100; 3. ₹501 to ₹1,000- ₹350; 4. ₹1,001 to ₹10,000- ₹550; 5. ₹10,001 to ₹25,000- ₹800; 6. ₹25,001 to ₹50,000- ₹1,100; 7. More than ₹50,000- ₹1,300",2.5% of overlimit amount or ₹500,3.5%,NILL,NILL,NILL,NILL,NILL,NILL,"Earn 5 PAYBACK points on every ₹100 spent on groceries and shopping, 20 PAYBACK points on movie bookings, and 2 PAYBACK points on utilities.",NILL,"Earn 500 PAYBACK points on spending ₹20,000 or more in a month; 4,000 PAYBACK points on spending ₹2 lakh or more in a year.",NILL,False,"Welcome bonus of 1,000 PAYBACK points, discounts at partner brands.","Fuel surcharge waiver, concierge service, auto assist, air accident cover.",NILL,False,True,False,True,"1% waiver on fuel surcharge on transactions between ₹400 and ₹4,000.",5 PAYBACK points on every ₹100 spent on dining.,NILL,NILL,20 PAYBACK points on every ₹100 spent on movie bookings.,NILL,NILL,NILL,NILL,NILL,NILL,NILL,False,24-hour complimentary concierge service for travel and lifestyle needs.,True,Fraudulent use of card covered under Total Protect program.,NILL,"Chip & PIN, contactless payments.",False,The IndusInd Bank PAYBACK Credit Card allows you to enjoy benefits of IndusInd Bank and PAYBACK. You earn PAYBACK points every time you swipe the card. The joining fee of the card is Rs.249.,NILL,NILL,"Fuel surcharge waiver, concierge service, auto assist, air accident cover.",True,False,False,False,"Welcome bonus of 1,000 PAYBACK points, discounts at partner brands.",False,False,False,False,False,False
IndusInd Bank,Platinum Aura Edge Visa/Master Credit Card,Personal,Lifestyle,Contactless payments and unlimited privileges,https://www.indusind.com/content/dam/indusind-platform-images/productCategory/desktopImage/creditCard/platinum_aura_master.jpg,https://www.indusind.com/in/en/personal/cards/credit-card/platinum-aura-edge-visa-and-mastercard-credit-card-easy-credit.html,https://induseasycredit.indusind.com/customer/credit-card/new-lead?utm_source=website&utm_medium=selectPlatinumAuraEdgeVisa&utm_campaign=Credit-Card,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,1% Fuel Surcharge Waiver,NILL,Earn up to 8x reward points on select merchants,NILL,NILL,NILL,False,NILL,"Contactless payments, flexible reward plans",NILL,False,False,False,False,1% fuel surcharge waiver,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,False,NILL,False,Total Protect against unauthorized transactions,NILL,"Chip & PIN, contactless",False,"This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.",NILL,All dues must be paid on time; rewards program subject to change.,"Contactless payments, flexible reward plans",False,False,False,False,NILL,False,False,False,False,False,False
IndusInd Bank,Crest Credit Card,Personal,Lifestyle,A world of priceless privileges awaits you at every step of the way.,https://www.indusind.com/content/dam/indusind-platform-images/productCategory/desktopImage/creditCard/crest_world_elite.jpg,https://www.indusind.com/in/en/microsites/crest.html,https://induseasycredit.indusind.com/customer/credit-card/new-lead?utm_source=website&utm_medium=selectLegend&utm_campaign=Credit-Card,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,False,NILL,"A host of travel, dining and lifestyle benefits, wellness & lounge experiences and much more.",NILL,False,False,False,False,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,True,NILL,False,NILL,NILL,NILL,False,"This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.",NILL,NILL,"A host of travel, dining and lifestyle benefits, wellness & lounge experiences and much more.",False,False,True,True,NILL,False,False,False,False,False,False
IndusInd Bank,PIONEER Heritage Credit Card,Personal Banking,Lifestyle,All Metal. All Magnificence. Redefining the power of metal.,https://www.indusind.com/content/dam/indusind-platform-images/productCategory/desktopImage/creditCard/th-pioneer-heritage-credit-card1.png,https://bank.indusind.com/pioneer/personal-banking/cards/pioneer-heritage-credit-card.html,https://bank.indusind.com/pioneer/personal-banking/cards/pioneer-heritage-credit-card.html,₹ 1 lakh,"₹ 25,000",Waived upon spending ₹ 10 Lacs or more in previous year,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,NILL,Zero Foreign Currency Mark-up,NILL,NILL,NILL,NILL,NILL,NILL,"2.5 Reward Points on every ₹ 100 spent on international transactions, 1 Reward point on every ₹ 100 spent on domestic transactions",NILL,NILL,NILL,False,"Complimentary ITC Club Culinaire Membership, Complimentary dining vouchers worth Rs. 3000 twice a year, Unlimited complimentary visits to domestic lounges, 4 free movie tickets in a quarter","No Late Payment Fee, No Over Limit Fee, No Cash Advancement / Withdrawal Charges, Complimentary services at select prestigious golf clubs",NILL,False,False,False,False,1% fuel surcharge waiver,20% off at select restaurants,Access to exclusive dining experiences,"Lost Baggage Insurance worth Rs. 1 Lac, Delayed Baggage Insurance worth Rs. 25K, Loss of Passport Insurance worth Rs. 50K","4 free tickets in a quarter, capped at ₹1000 per ticket",NILL,NILL,NILL,NILL,NILL,Free gym membership,2% cashback on Amazon/Flipkart,False,24x7 concierge for travel bookings,False,Zero liability if reported within 24 hours,NILL,"Chip & PIN, contactless, 2FA",False,"This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.",NILL,All dues must be paid on time; rewards program subject to change.,"No Late Payment Fee, No Over Limit Fee, No Cash Advancement / Withdrawal Charges, Complimentary services at select prestigious golf clubs",False,False,False,False,"Complimentary ITC Club Culinaire Membership, Complimentary dining vouchers worth Rs. 3000 twice a year, Unlimited complimentary visits to domestic lounges, 4 free movie tickets in a quarter",False,False,True,False,False,True
